5,1,1,1,1,1,258,1473,7,147,15.768478,pte
5,1,1,1,1,2,258,1372,7,97,18.301323,tn
5,1,1,1,1,3,257,1211,6,17,25.68795,~~
5,1,1,1,2,1,266,1407,1,3,6.875,:
5,1,1,1,2,2,265,1201,2,4,23.915657,""""
5,1,1,1,2,3,258,1074,7,14,0.0,Sei
5,1,1,1,2,4,249,882,31,40,18.001587,eet
5,1,1,1,2,5,249,849,31,26,25.546951,ar
5,1,1,1,2,6,249,753,31,63,9.383659,nT
5,1,1,1,3,1,300,695,13,21,44.344654,hy
5,1,1,1,4,1,415,870,31,11,0.0,"s,"
5,1,1,1,4,2,407,691,31,18,31.046822,eS
5,1,1,1,4,3,413,557,18,59,10.541718,"we,"
5,1,5,1,1,1,1087,971,40,36,42.042931,‘i
5,1,6,1,1,1,1011,1031,10,12,0.0,‘.
5,1,6,1,1,2,992,965,94,109,36.427986,“how
5,1,6,1,1,3,1084,999,12,39,95.278656,i
5,1,6,1,1,4,1104,1009,11,34,24.642418,i
5,1,6,1,1,5,1118,994,50,49,48.922089,1s
5,1,7,1,1,1,713,1093,13,27,49.555817,>
5,1,7,1,1,2,753,1091,69,38,50.775146,AM
5,1,7,1,1,3,848,1067,106,60,42.444912,Retai
5,1,7,1,1,4,965,1091,19,36,42.444912,|
5,1,7,1,1,5,966,1038,121,95,0.0,itd
5,1,8,1,1,1,1269,1011,506,53,95.0,   
5,1,8,1,7,1,1535,1531,240,105,95.0,   
5,1,8,1,8,1,1547,1667,228,354,95.0,    
5,1,10,1,1,1,344,1186,144,87,44.149567,SOREN
5,1,10,1,1,2,484,1180,251,131,31.86515,KYB
5,1,10,1,1,3,736,1201,156,112,29.568192,ove
5,1,10,1,1,4,914,1198,146,80,17.975052,cae
5,1,10,1,1,5,1192,1217,13,16,50.683937,‘
5,1,10,1,1,6,1451,1263,8,5,29.401047,:
5,1,10,1,2,1,778,1274,35,39,17.488998,00
5,1,10,1,2,2,944,1270,52,58,0.0,ny
5,1,10,1,2,3,1016,1272,12,13,81.431305,*
5,1,10,1,2,4,1046,1266,29,47,24.992455,yf
5,1,10,1,2,5,1144,1276,3,5,0.0,;
5,1,10,1,2,6,1373,1267,43,55,82.002167,£2
5,1,10,1,2,7,1428,1261,62,41,24.733551,00
5,1,10,1,3,1,346,1327,139,41,73.284111,SIMPLE
5,1,10,1,3,2,514,1302,87,93,49.105568,SOAP
5,1,10,1,3,3,619,1328,24,49,32.816399,§
5,1,10,1,3,4,632,1284,68,120,9.860443,2k
5,1,10,1,3,5,741,1276,80,87,50.235401,Le
5,1,10,1,3,6,840,1295,46,82,0.0,""""
5,1,10,1,3,7,919,1320,202,43,14.529808,a
5,1,10,1,3,8,1263,1312,149,42,25.507668,"ee,"
5,1,10,1,4,1,645,1366,56,39,43.38221,yx
5,1,10,1,4,2,731,1366,38,40,61.582169,"0,"
5,1,10,1,4,3,777,1367,40,42,53.646751,89
5,1,10,1,4,4,918,1362,164,56,37.877026,ee
5,1,10,1,4,5,1348,1358,144,42,46.159782,£2.67
5,1,10,1,5,1,344,1422,118,39,60.929157,PEARS
5,1,10,1,5,2,491,1418,98,40,83.718742,soap.
5,1,10,1,5,3,617,1383,85,71,10.685242,1006
5,1,10,1,5,4,710,1395,102,64,10.685242,"/4PK"""
5,1,10,1,5,5,879,1365,122,88,38.883095,et
5,1,10,1,5,6,1073,1407,244,49,7.93853,|
5,1,10,1,5,7,1378,1405,117,39,0.0,"£8""8g"
5,1,11,1,1,1,345,1467,164,40,96.056511,MIRACLE
5,1,11,1,1,2,540,1463,161,66,0.0,GRO/SOL
5,1,11,1,1,3,708,1461,58,36,39.487556,TR:
5,1,11,1,1,4,781,1458,110,53,0.0,Set
5,1,11,1,1,5,944,1465,111,51,33.001648,yh!
5,1,11,1,1,6,1202,1449,126,50,42.887749,fs
5,1,11,1,1,7,1381,1452,118,38,67.842178,£7.49
5,1,14,1,1,1,346,1535,138,105,63.560989,"Total,"
5,1,14,1,1,2,605,1532,96,76,35.51902,Cif
5,1,14,1,1,3,735,1544,134,53,89.079651,items)
5,1,14,1,1,4,1300,1524,206,84,20.593033,pa
5,1,14,1,2,1,346,1638,89,54,52.917511,Cash
5,1,14,1,2,2,918,1660,2,2,0.0,:
5,1,14,1,2,3,1336,1606,119,69,8.067322,£15.
5,1,14,1,2,4,1462,1609,52,96,82.704262,09
5,1,14,1,3,1,347,1700,129,41,66.476982,Change
5,1,14,1,3,2,503,1712,15,8,76.792068,>
5,1,14,1,3,3,1327,1666,161,46,0.0,Leas
5,1,14,1,4,1,399,1805,3,18,0.0,y
5,1,14,1,4,2,514,1767,3,2,0.0,.
5,1,14,1,4,3,1375,1757,43,46,19.231171,a
5,1,14,1,4,4,1457,1739,22,61,55.372257,‘
5,1,14,1,5,1,1396,1843,38,44,30.074829,7
5,1,14,1,6,1,446,2039,20,39,0.0,~
5,1,14,1,6,2,555,2004,198,144,0.0,ayaye’
5,1,14,1,6,3,769,2002,121,87,64.900055,15:38
5,1,14,1,6,4,903,2082,279,15,20.413979,ee
5,1,14,1,6,5,1338,2019,150,76,31.199097,Ay
5,1,14,1,7,1,492,2121,36,25,19.462845,Sv
5,1,14,1,7,2,1263,2098,25,21,26.276886,ras
5,1,15,1,1,1,649,2137,53,52,38.193779,NO
5,1,15,1,1,2,703,2130,212,60,38.193779,REFUNDS
5,1,15,1,1,3,922,2129,369,61,22.787407,ORJEXCHANGES
5,1,15,1,1,4,1233,2125,30,72,22.787407,i.
5,1,15,1,1,5,1281,2125,12,72,3.376556,7
5,1,15,1,2,1,525,2146,216,112,51.532742,WITHOUT!
5,1,15,1,2,2,773,2191,123,46,78.743286,VALID
5,1,15,1,2,3,925,2177,132,54,26.213776,PROOF
5,1,15,1,2,4,1077,2182,45,42,76.371368,OF
